,selected_text,text,sentiment
17786,Good Morning, Good Morning,positive
7979,love," please dont change anything in your site. I love it.. will always love it even if.. so, please? pretty please?",positive
13307,e she`s awesome,#SanctuarySunday fav character  has to be Ashley!  Why? cause she`s awesome,positive
8386,Happy Friday!," Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",positive
522,"well,","Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
5045,Sounds like you`re in for a great day!  Enjoy, Sounds like you`re in for a great day!  Enjoy,positive
9541,o awesome, I didn`t know you had a blog!!!  That`s so awesome,positive
18752,welcome to dk  #jaoo, and welcome to dk  #jaoo,positive
12509,the best lol,_bach daps were the best lol,positive
1141,happy,happy mother`s day!,positive
23253,i`m sure will be amazing.please just replay to me  i love you so much!!!!, i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,positive
12047,Awesome.,"Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )",positive
18813,hott couple,http://twitpic.com/4wppe - we are one hott couple  eventho this was a few yrs ago but we still r,positive
2624,"thanks for adding me, glad to have you"," thanks for adding me, glad to have you",positive
15649,Aw you are and you`re welcome, Aw you are and you`re welcome,positive
3978,No problem!, No problem! These boxes are _made_ for undernourished IT professionals,positive
17104,The food here looks amazing!,"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar",positive
20274,love,"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",positive
17736,"thanks,"," thanks, feeling good and off to New Forest later",positive
10339,appreciate,I would appreciate it if you would. I am a big Tim Kaul fan ya know,positive
12582,BEST best,i basically want the world to kno that i have the BEST best friend    love her <3,positive
17008,Happy,"Good Night,  Happy Mother`s Day !!",positive
14813,thanks will try to behave, thanks will try to behave,positive
18156,Tooo cute!,I really want to go see UP!  haha. Tooo cute! (:,positive
20777,thanks, thanks for following !,positive
7457,HAPPY,to my pretty lady  HAPPY MOTHER`S DAY!!! She`s the mother of my future son-in-laws,positive
3047,Funny," Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",positive
24976,Send good vibes!,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,positive
71,better, a celtics-lakers rematch sounds better don`t you think? lol,positive
15025,perfect.,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",positive
14232,HAPPY,got it? good. HAPPY MOTHERS DAY!,positive
25112,Goodnight,Goodnight world and all who inhabit it!,positive
1982,I do this one for fun.,_2008 don`t be sorry  you can race for charity or just for fun. I do this one for fun.,positive
18281,you are such a great person., you are such a great person.,positive
25604,but i love adriana, but i love adriana,positive
11999,welcome., youre very welcome....you deserve it!!,positive
18610,cute,"might be seeing my god mothers little boy in a bit  . Leon, so cute <3333",positive
16122,excited,I`m excited for the things for Jay`s room to arrive,positive
18639,"y lol, look like the load isnt so bad."," Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",positive
2257,fun,Wow I really need to have fun tonight now,positive
21905,love," Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",positive
8821,love, Can you come with the guys to Brazil? We`ll love if this happened!,positive
887,very very cute, very very cute  and fun to watch.,positive
18099,.let`s make it an awesome nite,"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",positive
6071,Very happy,just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,positive
6988,support,"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",positive
11600,Thx, Thx 4 sharing!,positive
21258,Good,Good morning to the world. Hope everyone is ok,positive
3910,Where DO you get all those wonderful toys?, Where DO you get all those wonderful toys?,positive
10486,Love it..., OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,positive
11699,dont be gloomy.," dont be gloomy...go out and get urself ice-cream.or gin,whichever",positive
7628,wow!, wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,positive
11486,good.,X-men movie was pretty good. Kinda predictable @ points but good action sequences,positive
9974,Awesome!, really? Awesome!,positive
6499,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,positive
2608,help,is going to help lancey cook,positive
5702,haha,_O haha .. i`m from philippines!  i just want to follow you!,positive
7760,Congratulation`s,Congratulation`s to phil packer on completing the london marathon  x a shining example to us all x,positive
14013,thanks, thanks   got a hold of someone there who knew their stuff..at last!,positive
18935,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you","OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",positive
22148,epic,Zapatos for trashcan nachos and then an epic night,positive
13371,Ahh that`s fun," Ahh that`s fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",positive
8338,e extremely clever, You are extremely clever my dear.,positive
24346,Don`t worry this won`t dampen my day and neither will the rain,wishing I were somewhere else besides here!!  Don`t worry this won`t dampen my day and neither will the rain,positive
10850,good luck, good luck with the pump!,positive
9322,t wholeheartedly agree with you.," be clear, I am Catholic, but wholeheartedly agree with you.  ('Same here' was ambiguous) #tcot #hhrs",positive
10174,I Love the lady from the Progressive commercials she`s so funny,I Love the lady from the Progressive commercials she`s so funny,positive
2658,Loved," Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",positive
2568,cool looking sexy,_Reece naw missed it and the video cool looking sexy,positive
20494,thanks," thanks oscc  i have been changing it up lately, and I like this layout the most <33",positive
5037,gorgeous,Got the keys to my new flat - gorgeous weather for weekend - and i`m spending it 'PACKING',positive
13309,I want a Monte Cristo sandwich sooo... BAd!!!,I want a Monte Cristo sandwich sooo... BAd!!!,positive
22232,happy mothers day,"o, and happy mothers day",positive
17942,Im glad, Im glad you`re a lot happier barakitten  <3 see yah in july,positive
9631,.congrats on graduation., Hey fellow Trojan..congrats on graduation.,positive
21354,feeling inspirational.,...love and wanted to share with my followers. feeling inspirational. ive had a long day.,positive
8799,love,_eleni I love you too!,positive
20633,Hope, Hope you feel better! If your alone we can talk until your ready to go to bed...I`m alone too,positive
16526,So nice,So nice how Natalie taught Jameson 'why'!!!,positive
17470,HILARIOUSLY FUN!!!,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!,positive
10977,Happy,Bed. Church in the morning. Happy mothers day,positive
11097,...indian style  scrabbled are the best!, you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!,positive
22583,good,_Bill2030 And good morning to you too.,positive
26144,I loved it!, I loved it! You guys are amazing!,positive
12427,Thanx 4 da messages, Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,positive
1391,fan!,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
3963,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop","so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive
18933,good comics.,needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,positive
19014,what a great combo!,Having Margaritas w/ mommie...what a great combo!,positive
5145,So good! Glad you finally got to see them, I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them,positive
19636,the only way tonight would be better is if I had someone to hang with,junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,positive
20727,Seriously though. Amazing night.,Seriously though. Amazing night.,positive
27033,don`t worry," It`s on today`s menu, don`t worry",positive
14730,Happy Star Wars Day everyone! May the 4th be with you,Happy Star Wars Day everyone! May the 4th be with you,positive
23770,Hope he doesn``t get in trouble, What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,positive
11757,cool kids do,Skipping school like all the cool kids do,positive
15411,Sweet,"Sweet USB at Charles and Marie site, just bought it  http://tinyurl.com/csdhw9",positive
20339,"thanks,"," 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive
10423,"Truth is better served, not by transparency --  but by the opaqueness of private `Vote`","#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",positive
18414,wish,I wish I could get sushi delivered to work,positive
7430,i can`t wait to meet my goal,OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal,positive
15902,funny," Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D",positive
11160,U r welcome pal  u truly deserve 2 be followed, U r welcome pal  u truly deserve 2 be followed,positive
23641,greeting again every momma : Happy Momma`s Day!,greeting again every momma : Happy Momma`s Day!,positive
2676,i`m hoping they turned up.,"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",positive
17127,I love that, Really? Bahaha. I love that you relate people to that. haha.,positive
1926,decorated quite appropriately. I love it, Your window ledge is decorated quite appropriately. I love it,positive
9024,lovin`,lovin` my new blackberry,positive
6005,One of my excellent designers,Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,positive
869,your updates are really amusing.," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",positive
988,happy,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,positive
11565,great, shld says.. great phone,positive
12331,. Thank you, Done. Thank you,positive
5716,Show us some love!, TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****,positive
4842,musical theatre actor'  i wish :`,'your true theatre calling? - musical theatre actor'  i wish :`( ****,positive
22041,the definition of true beauty,http://twitpic.com/4wf3a - the definition of true beauty,positive
4245,Hahaha!," Hahaha! Is he snoring, too?",positive
21820,appreciate, http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,positive
10778,awesomest," I didn`t say I met *all* the awesomest people, just a bunch of them.",positive
12237,"Efteling was great, had a nice time with family, had dinner..","Efteling was great, had a nice time with family, had dinner.. forget my keys in the car  hmmm! Bless the ANWB! Back in Germany now",positive
10889,had the best mother`s day!,"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",positive
12497,happy.," Granny, Linda will be happy.",positive
17629,gained,just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,positive
12785,super duber high!,super duber high! this klondike bar is thee business.,positive
21568,Good night,"Going to bed, no plans for tomorrow, just hanging around  Good night people <3",positive
13271,"`s going to Disney World, lucky ****.","`s going to Disney World, lucky ****.",positive
9007,our work is done,Britt - had to do it she came all the way down to say `May the fourth be with you` - our work is done,positive
6727,awesome,Had an awesome pedicure today!!,positive
22701,legend! I,Joan is such a legend! I can`t wait for apprentice finale!!! im so addicted i think i need a rehab!! LOL tweet later..  xoxo,positive
6992,pretty good Saturday,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,positive
11062,love," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",positive
26666,Hate,I`m so bunged up!! I Hate colds!!,positive
11442,Hoping,_Willhoit Hoping your A/C is being fixed right now for you!,positive
10431,some great stuff, some great stuff on website today,positive
9125,nice!!,"i`m in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!",positive
9395,Relaxing.,Relaxing.,positive
24458,Good morning,"Good morning universe, how are you today",positive
19535,Nice,_ Awww. So that`s him. Nice attempt at hiding from the camera,positive
16749,FANTASTIC week in London,FANTASTIC week in London but ATROCIOUS 8 hour journey home,positive
4124,much appreciated,_ann_cole  i thinks thats right lol... please follow me... much appreciated,positive
12633,good, lmao haha nice lolz it`s all good though. i can wait  lol,positive
7450,Good morning!!,Good morning!!! Who wants breakfast??,positive
831,GOODNIGHT,GOODNIGHT MAGIC AND PRETTY WORLD,positive
25598,please, Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2,positive
26404,HAPPY,Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),positive
25407,love,"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",positive
6513,congratulation, congratulation  about the icehockey victory against switzerland..,positive
10158,goodluck, Oooh! goodluck for the rest of them,positive
27074,wish,http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though,positive
6112,I need one too., I need one too.,positive
21826,Happy,Happy Mothers Day  Breakfast With The Fam <33,positive
583,happy,happy mother`s day mothers.,positive
24052,cute!,jb are so cute!  lmfao -giggles-,positive
18755,Happy mother`s day to all the mums out there,Happy mother`s day to all the mums out there,positive
22757,Hopefully,Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~,positive
956,"s fun,"," (cont) a bastardized version of French? It`s fun, believe me!",positive
19961,good times,Wine and Saginaki with 7 friends = good times,positive
1699,Happy,wants to greet all the mom`s out there a Happy Mothers Day!!! May you enjoy your day!!,positive
10034,Thanks for the follow!, Thanks for the follow! (raises hand) I am,positive
1180,gob smacked by how good our presentation was,Another HD - my lecturer was gob smacked by how good our presentation was,positive
6859,-a loooooong journey completed today...so thankful!, Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,positive
2654,its so pretty with the reflecting sunlight on,i <3 my new picture! its so pretty with the reflecting sunlight on the leaves!,positive
6802,favorite,my favorite curling iron broke,positive
25672,e beautiful, Welcome  They are beautiful snow leopards.,positive
1239,had an awsome salad!,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,positive
25999,feels so refreshing,A shower feels so refreshing after a long day at the fair,positive
22695,Tataindicom is not as good as Tatasky  Airtel broadband is better., Tataindicom is not as good as Tatasky  Airtel broadband is better.,positive
16891,thats the highlight,lol thats the highlight,positive
508,lovely,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
9669,Happy,"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",positive
8899,"luckily,","needs to stop taking photos with other people`s cameras!  luckily, photos have been delivered",positive
20383,Way to go,Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,positive
322,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive
11185,"Headache is gone,thank god!Time for tea i think","Headache is gone,thank god!Time for tea i think",positive
6281,good,Didn`t get to go wakeboarding  but i`ll be good cause i`m having a lush night!,positive
17926,appreciated!, lol very much appreciated!!!  so excited!!!,positive
13589,good,heading off to schoool. going to have a good day. i just knoww...,positive
5036,glad," awesome, I`m glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer",positive
18074,decent weather.," Well, in LA is decent weather. Tell me what`s happening in the future",positive
13699,"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.","It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.",positive
2054,They say I look yummy,"'They say I look yummy & they want a taste, but I`m a human not a sandwich.' LMFAO makes me",positive
2368,"to be blessed, oh and for wisdom","twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee",positive
11270,thanks, wow thanks for saying that man! I`d love to illustrate children`s books!,positive
4711,Happy,"Mom, where ever you are; Happy Mothers day",positive
17385,* love, I googled 'engagement rings' & this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,positive
23131,Thanks," Yeah, I know! Thanks so much",positive
15264,I won`t feel guilty,"-- I won`t feel guilty and like I should be revising stuff after today, haha",positive
6,fun,2am feedings for the baby are fun when he is all smiles and coos,positive
21414,Yummm,Viviann`s all minee. Yummm,positive
14649,friendly,I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,positive
25014,yummy., oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,positive
19093,well cooked,Sushi w/  well cooked veggie for preggo me  now onto Trolley Car birthday party on McKinney Ave. I actially feel awake for once!,positive
27179,I look forward, I look forward to having one very soon,positive
7634,fun!," Ha, fun! I think Iï¿½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!",positive
21733,love my family and sorors,just had the most emo moment too many tears love my family and sorors,positive
9482,o thrilled," yippee, darling girls. Love you sooooo much  and so thrilled you found each other!",positive
22631,Respect," let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",positive
12010,Thanks, Thanks for the link Geoff,positive
9832,don`t worry  just sleep., don`t worry  just sleep.,positive
19893,offered, I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive
5154,awesome., awesome. lemme see when you`re done.,positive
26769,socialising  Wow.,Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,positive
10593,better,Nothings better than having to take a cold shower in the morning,positive
11895,"Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!"," Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",positive
15880,happy,"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",positive
24173,good,"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",positive
6566,goood, goood,positive
7849,ed hoping," Indeed plenty of jokes to be had  Lying on bed hoping it`s going to free up, I`m on Jury service tomorrow...",positive
17578,t. poor thing not gonna have a choice for much longer though, you got it. poor thing not gonna have a choice for much longer though,positive
18778,.I HOPE THEY ACTUALLY ARE, thats what andy said a few hours ago....I HOPE THEY ACTUALLY ARE,positive
13261,Happy Mother`s Day ladies,Bout to go to bed... Happy Mother`s Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,positive
15056,ck lol, Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,positive
26181,acing,Studying like crazy in hopes of acing all of my exams!!!!!,positive
6045,best.," awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",positive
24012,Happy,Happy Mother`s Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you`re a Jehovah`s Witness,positive
22713,you are such a beautiful bride!, you are such a beautiful bride! you`re gonna love the married life. it absolutely rocks! congrats to you both.,positive
16269,exciteeeddd.,YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol.,positive
13861,s good, Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive
6183,Hopefully,Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive
3712,"I meant you are not lazy, your work proves it"," I meant you are not lazy, your work proves it",positive
5114,Lmao Yes its on the 27th  I get so excited,    Lmao Yes its on the 27th  I get so excited lol,positive
17784,my heart sings, my heart sings,positive
18911,just woke up from a delightful nap.,just woke up from a delightful nap. I can`t desribe how much success is involved in an 8am nap on sat night....need rhubarb now,positive
8486,"i love my life right now, i couldn`t ask for anything more. i love being happy","ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn`t ask for anything more. i love being happy",positive
17857,? i like,"  ha ha, and what game is that? i like games",positive
772,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody","Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",positive
10492,`m smilin, I  have a visual.  I`m smiling.    see,positive
10704,hope," ran 5 miles, went to the gym & woke up Ur great kids....dependable Danny  hope it has been great already",positive
9582,amazing,i have a feeling today is going to be amazing,positive
4646,thankyooooou, thankyooooou,positive
24592,"AWESOME,"," The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit",positive
21059,Good,Office til around 6 today. Good day yesterday...I have a BSc now,positive
4714,y babies r the best!,_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i`m the 12th,positive
22346,rock,Again.. check out http://www.myspace.com/therealfunkymonkey  ....these guys rock this one too  ? http://blip.fm/~5jkbc,positive
12990,glad its nice there., glad its nice there. Gray skies and rainy in wisconsin.,positive
25405,beautiful,A beautiful song for anyone that could use a pick me up tonight  ? http://blip.fm/~5ynxo,positive
24203,love., ..people you love.... wait i am not there,positive
24247,i loved it.,Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,positive
27032,aww  i will keep sending it ;), aww  i will keep sending it ;),positive
14426,Thanks!, Thanks! (followed me back),positive
7292,no more brother,no more brother for 2 weeks.....,positive
8475,great, Love **** Magix it`s cool!!... great rhythm!!!,positive
5326,Feels nice,added 30 minutes to morning sleep by cutting out useless Today Show. Feels nice,positive
713,rofl uh huh, rofl uh huh,positive
19412,I can take care of her.,Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,positive
6448,WHEE!," Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",positive
18463,Thanks,Hi CelebXXXVidsYH and AyBygW! Thanks for following,positive
1049,awww  I`ll let you off - but you`d better be there for my next 30th! XD, awww  I`ll let you off - but you`d better be there for my next 30th! XD,positive
12245,Happy mother`s day !!!!,Happy mother`s day !!!!,positive
21189,love, will do! Tell my mommy I said the same n I love her mucho mucho!,positive
13068,In my nice big bed..,In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,positive
23858,i want one so bad  get one for me, i want one so bad  get one for me ?? (:,positive
5899,cute,Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,positive
8580,Hope that migraine doesn`t stick around for too long., Hope that migraine doesn`t stick around for too long.,positive
5913,has been fun..,this week has been fun...i hope next week will be even better  NYC in 19 days,positive
1004,HAPPY,"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",positive
20846,joke," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",positive
9318,Thanks, Thanks so much Jon.....same to your mom    That is so sweet of you to think of all of us,positive
9041,thankyou.,_devi thankyou. i wont but you know,positive
16268,loved,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",positive
13722,Good(night) again!,"Going lay down, I`ll get up officially @ 1! Yes 1! lol Good(night) again!",positive
20985,fun,that was a fun bacontaco night,positive
25616,. Woo!, oh that`s Star Trek  going on the 7th already. Woo!,positive
14841,please?,please?,positive
2947,Woohoo! Well Done!,_benson  Woohoo! Well Done! I started Macarena-ing too,positive
771,great, great pics! You should try to start selling your race photos to runners,positive
13197,Yay,Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don`t forget it`s MOTHERS DAY!,positive
13494,Up was sooo gooooood.,Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive
114,I love my,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",positive
19774,cool., Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,positive
5123,"OK nice one, cheers boss.  Am liking the lack of FCS today.","@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",positive
21216,kind, too kind Jim too kind brother,positive
23166,wish u was ere., i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!,positive
17231,Yayyy, Yayyy,positive
23297,wishes her love was coming home,wishes her love was coming home,positive
23833,love, but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,positive
20764,We love you very much too," Aww tom, that made me smile  We love you very much too xD",positive
18243,'That`s a nice picture'," Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",positive
6173,Its a good hurt,I wasn`t sore yesterday. But i`m definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt,positive
24787,Happy,Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother`s day to all you Moms out there!! Night,positive
4973,amazing,The  3d movie was amazing but a little to short  i wanted more!!,positive
6353,most epic we,The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,positive
21395,is thrilled prom went well,is thrilled prom went well,positive
14465,Lovely,Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive
11308,I love, lol  ****...I love those things too,positive
21407,good afternoon.,good afternoon.  http://plurk.com/p/suyev,positive
26173,"Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day"," Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",positive
7458,praying you get better soon you sweet one," praying you get better soon you sweet one , sorry your still not well",positive
20680,hopefully,My daddy left to go back home to Texas  i will c him hopefully n the next two months,positive
9267,I wish I could,I wish I could sleep forever,positive
20346,love!,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive
19337,nice weather today in Alex,nice weather today in Alex,positive
18342,nice sw,Lets get rich and give everyone nice sweaters and teach them how to dance...,positive
26684,I wish, I wish I was going to Internet Week,positive
3842,"pleasure,"," my pleasure, its a great recipe",positive
25760,ls  lo,@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive
12657,e amazing,everyone follow  and  ! they are amazing,positive
5004,hope,Didn`t make to my cousin`s yacht convention. Hope he doesn`t get upset. And hope he won.,positive
20855,enjoyed it.  Thanks, Listened to Eyes on Fire and enjoyed it.  Thanks,positive
2147,great,i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,positive
4108,fun., hmmm Essense awards would be fun... but also pricy,positive
9083,i tried to help, i tried to help,positive
10052,t I`ve loved it..., Anyone with big fingers  But I`ve loved it...,positive
22086,(hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,positive
17790,storming,"But anywho, I just got in and out of the pool within like 30 minutes because it`s about to start storming",positive
12685,Finally home after a big of travelling!! ahhhhhh now time to realx!!,Finally home after a big of travelling!! ahhhhhh now time to realx!!,positive
4097,he was really nice, yus! :3 he was really nice,positive
26703,beautiful,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,positive
2365,"oh dear, hope you are feeling better soon, get some nice hot chicken soup down you."," oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",positive
25897,I feel real good now,"just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P",positive
18215,Yeahhhhh,"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 & 4 .... Yeahhhhh",positive
18630,yo yo yo! i like ice cream,yo yo yo! i like ice cream,positive
8632,Please dont ruin this,Ohhhhh Barcalona. Please dont ruin this  #bgt,positive
9723,Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment,Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site),positive
135,i wish,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,positive
23821,haha, haha what`s up Matt ?,positive
4566,"great,","Home from gallery opening in Woodstock, NY. Frined had work on display.  Much great, cool and interesting art to be seen.",positive
20923,"Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru","I`m off 2 dream awhile. Thanks 4 everything tweeple. Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru",positive
11623,Thats nice., Thats nice. My cousin just left my house. He has daughter`s their all daddy`s girls. So sweet,positive
23426,Really worth watching at the cinema.  Mum really enjoyed, Really worth watching at the cinema.  Mum really enjoyed it,positive
